HAX54_000001-T1	IPR018545
HAX54_001064-T1	IPR013057
HAX54_001076-T1	IPR000504
HAX54_001076-T1	IPR002075
HAX54_001076-T1	IPR018222
HAX54_001077-T1	IPR030374
HAX54_001083-T1	IPR003480
HAX54_001084-T1	IPR033120
HAX54_001086-T1	IPR000620
HAX54_001087-T1	IPR000719
HAX54_001088-T1	IPR001701
HAX54_001089-T1	IPR008758
HAX54_001091-T1	IPR025846
HAX54_001091-T1	IPR026057
HAX54_001092-T1	IPR011685
HAX54_001093-T1	IPR000477
HAX54_001093-T1	IPR024937
HAX54_001094-T1	IPR010334
HAX54_001095-T1	IPR009367
HAX54_001096-T1	IPR006459
HAX54_001096-T1	IPR006702
HAX54_001097-T1	IPR002130
HAX54_001098-T1	IPR001440
HAX54_001098-T1	IPR013026
HAX54_001098-T1	IPR019734
HAX54_001098-T1	IPR029489
HAX54_001099-T1	IPR007262
HAX54_001100-T1	IPR002347
HAX54_001102-T1	IPR007608
HAX54_001103-T1	IPR001683
HAX54_001103-T1	IPR015404
HAX54_001107-T1	IPR001971
HAX54_001109-T1	IPR013148
HAX54_001109-T1	IPR013189
HAX54_001111-T1	IPR013148
HAX54_001111-T1	IPR013189
HAX54_001112-T1	IPR002885
HAX54_001112-T1	IPR032867
HAX54_001113-T1	IPR001752
HAX54_001114-T1	IPR013823
HAX54_001115-T1	IPR005123
HAX54_001115-T1	IPR026992
HAX54_001116-T1	IPR005123
HAX54_001116-T1	IPR026992
HAX54_001117-T1	IPR005123
HAX54_001119-T1	IPR003676
HAX54_001122-T1	IPR002885
HAX54_001123-T1	IPR000897
HAX54_001128-T1	IPR000504
HAX54_001130-T1	IPR001810
HAX54_001131-T1	IPR002109
HAX54_001134-T1	IPR001148
HAX54_001135-T1	IPR004045
HAX54_001136-T1	IPR025322
HAX54_001137-T1	IPR025322
HAX54_001138-T1	IPR007309
HAX54_001139-T1	IPR002885
HAX54_001139-T1	IPR032867
HAX54_001140-T1	IPR000182
HAX54_001141-T1	IPR028364
HAX54_001142-T1	IPR000608
HAX54_001143-T1	IPR017956
HAX54_001144-T1	IPR001128
HAX54_001144-T1	IPR002401
HAX54_001145-T1	IPR001087
HAX54_001146-T1	IPR001910
HAX54_001147-T1	IPR003228
HAX54_001161-T1	IPR002885
HAX54_001165-T1	IPR000504
HAX54_001167-T1	IPR031937
HAX54_001169-T1	IPR011701
HAX54_001169-T1	IPR020846
HAX54_001170-T1	IPR000608
HAX54_001171-T1	IPR000092
HAX54_001172-T1	IPR000092
HAX54_001173-T1	IPR000092
HAX54_001174-T1	IPR000092
HAX54_001178-T1	IPR001128
HAX54_001178-T1	IPR002401
HAX54_001179-T1	IPR001878
HAX54_001181-T1	IPR004000
HAX54_001188-T1	IPR001356
HAX54_001195-T1	IPR000916
HAX54_001197-T1	IPR031646
HAX54_001200-T1	IPR000719
HAX54_001200-T1	IPR001611
HAX54_001201-T1	IPR005818
HAX54_001207-T1	IPR001128
HAX54_001207-T1	IPR002401
HAX54_001211-T1	IPR001841
HAX54_001212-T1	IPR001841
HAX54_001213-T1	IPR003172
HAX54_001216-T1	IPR000719
HAX54_001216-T1	IPR001245
HAX54_001216-T1	IPR002902
HAX54_001218-T1	IPR000490
HAX54_001218-T1	IPR012946
HAX54_001222-T1	IPR001905
HAX54_001222-T1	IPR024041
HAX54_001226-T1	IPR001841
HAX54_001230-T1	IPR001214
HAX54_001232-T1	IPR013766
HAX54_001233-T1	IPR001214
HAX54_001233-T1	IPR003616
HAX54_001233-T1	IPR006560
HAX54_001236-T1	IPR000109
HAX54_001237-T1	IPR002305
HAX54_001237-T1	IPR002307
HAX54_001237-T1	IPR002942
HAX54_001239-T1	IPR001487
HAX54_001239-T1	IPR003888
HAX54_001239-T1	IPR003889
HAX54_001239-T1	IPR018501
HAX54_001239-T1	IPR019787
HAX54_001239-T1	IPR028941
HAX54_001239-T1	IPR028942
HAX54_001245-T1	IPR004789
HAX54_001245-T1	IPR019455
HAX54_001246-T1	IPR002912
HAX54_001246-T1	IPR004789
HAX54_001246-T1	IPR019455
HAX54_001251-T1	IPR009834
HAX54_001260-T1	IPR011611
HAX54_001266-T1	IPR019499
HAX54_001272-T1	IPR011687
HAX54_001275-T1	IPR015798
HAX54_001275-T1	IPR015800
HAX54_001275-T1	IPR015802
HAX54_001285-T1	IPR003441
HAX54_001286-T1	IPR026057
HAX54_001288-T1	IPR025846
HAX54_001288-T1	IPR026057
HAX54_001289-T1	IPR025846
HAX54_001289-T1	IPR026057
HAX54_001290-T1	IPR019191
HAX54_001291-T1	IPR012417
HAX54_001293-T1	IPR032174
HAX54_001293-T1	IPR041677
HAX54_001293-T1	IPR041679
HAX54_001294-T1	IPR000225
HAX54_001295-T1	IPR003864
HAX54_001295-T1	IPR027815
HAX54_001295-T1	IPR032880
HAX54_001297-T1	IPR000754
HAX54_001299-T1	IPR000070
HAX54_001300-T1	IPR000741
HAX54_001304-T1	IPR000741
HAX54_001305-T1	IPR000315
HAX54_001306-T1	IPR004360
HAX54_001306-T1	IPR037523
HAX54_001309-T1	IPR001752
HAX54_001312-T1	IPR000719
HAX54_001312-T1	IPR001611
HAX54_001312-T1	IPR013210
HAX54_001313-T1	IPR000245
HAX54_001313-T1	IPR002379
HAX54_001313-T1	IPR011555
HAX54_001315-T1	IPR019339
HAX54_001318-T1	IPR016040
HAX54_001319-T1	IPR016040
HAX54_001321-T1	IPR000571
HAX54_001323-T1	IPR002569
HAX54_001324-T1	IPR001163
HAX54_001325-T1	IPR003676
HAX54_001326-T1	IPR005033
HAX54_001328-T1	IPR001701
HAX54_001330-T1	IPR005123
HAX54_001330-T1	IPR027450
HAX54_001332-T1	IPR000672
HAX54_001332-T1	IPR020630
HAX54_001332-T1	IPR020631
HAX54_001342-T1	IPR002885
HAX54_001344-T1	IPR001680
HAX54_001344-T1	IPR017986
HAX54_001345-T1	IPR000504
HAX54_001345-T1	IPR001878
HAX54_001345-T1	IPR002130
HAX54_001346-T1	IPR004396
HAX54_001346-T1	IPR006073
HAX54_001346-T1	IPR013029
HAX54_001346-T1	IPR031167
HAX54_001347-T1	IPR003676
HAX54_001350-T1	IPR004394
HAX54_001351-T1	IPR000860
HAX54_001351-T1	IPR022417
HAX54_001351-T1	IPR022418
HAX54_001352-T1	IPR003441
HAX54_001353-T1	IPR005302
HAX54_001353-T1	IPR005303
HAX54_001354-T1	IPR000192
HAX54_001357-T1	IPR001245
HAX54_001357-T1	IPR021720
HAX54_001358-T1	IPR003676
HAX54_001360-T1	IPR001005
HAX54_001360-T1	IPR017930
HAX54_001361-T1	IPR001763
HAX54_001363-T1	IPR001576
HAX54_001364-T1	IPR001576
HAX54_001366-T1	IPR002347
HAX54_001367-T1	IPR005202
HAX54_001368-T1	IPR000270
HAX54_001368-T1	IPR000719
HAX54_001368-T1	IPR001245
HAX54_001369-T1	IPR008258
HAX54_001370-T1	IPR005176
HAX54_001372-T1	IPR019614
HAX54_001374-T1	IPR041532
HAX54_001375-T1	IPR001906
HAX54_001375-T1	IPR005630
HAX54_001376-T1	IPR004367
HAX54_001376-T1	IPR006671
HAX54_001381-T1	IPR000270
HAX54_001381-T1	IPR000644
HAX54_001383-T1	IPR001296
HAX54_001384-T1	IPR022796
HAX54_001387-T1	IPR022796
HAX54_001389-T1	IPR000719
HAX54_001389-T1	IPR001611
HAX54_001389-T1	IPR013210
HAX54_001392-T1	IPR000163
HAX54_001392-T1	IPR001107
HAX54_001393-T1	IPR019378
HAX54_001402-T1	IPR004240
HAX54_001403-T1	IPR002784
HAX54_001407-T1	IPR001087
HAX54_001412-T1	IPR001849
HAX54_001418-T1	IPR002659
HAX54_001423-T1	IPR026961
HAX54_001424-T1	IPR002110
HAX54_001424-T1	IPR020683
HAX54_001446-T1	IPR002347
HAX54_001447-T1	IPR002885
HAX54_001449-T1	IPR006867
HAX54_001449-T1	IPR006868
HAX54_001451-T1	IPR014908
HAX54_001452-T1	IPR022796
HAX54_001456-T1	IPR001611
HAX54_001461-T1	IPR032817
HAX54_001462-T1	IPR015403
HAX54_001468-T1	IPR032629
HAX54_001469-T1	IPR014770
HAX54_001469-T1	IPR014772
HAX54_001471-T1	IPR025799
HAX54_001471-T1	IPR041661
HAX54_001471-T1	IPR041698
HAX54_001472-T1	IPR000209
HAX54_001472-T1	IPR010259
HAX54_001472-T1	IPR015500
HAX54_001472-T1	IPR041469
HAX54_001473-T1	IPR013520
HAX54_001474-T1	IPR001848
HAX54_001474-T1	IPR005729
HAX54_001474-T1	IPR027486
HAX54_001475-T1	IPR021861
HAX54_001476-T1	IPR021861
HAX54_001478-T1	IPR007714
HAX54_001480-T1	IPR000863
HAX54_001481-T1	IPR001841
HAX54_001483-T1	IPR001128
HAX54_001483-T1	IPR002401
HAX54_001485-T1	IPR000719
HAX54_001485-T1	IPR001245
HAX54_001486-T1	IPR001005
HAX54_001486-T1	IPR001623
HAX54_001486-T1	IPR017884
HAX54_001487-T1	IPR003958
HAX54_001488-T1	IPR011701
HAX54_001488-T1	IPR020846
HAX54_001489-T1	IPR011701
HAX54_001489-T1	IPR020846
HAX54_001490-T1	IPR011701
HAX54_001490-T1	IPR020846
HAX54_001492-T1	IPR003100
HAX54_001492-T1	IPR003165
HAX54_001492-T1	IPR014811
HAX54_001492-T1	IPR032472
HAX54_001492-T1	IPR032474
HAX54_001493-T1	IPR019398
HAX54_001494-T1	IPR012919
HAX54_001495-T1	IPR000164
HAX54_001495-T1	IPR007125
HAX54_001496-T1	IPR000719
HAX54_001496-T1	IPR002048
HAX54_001497-T1	IPR002100
HAX54_001498-T1	IPR001757
HAX54_001501-T1	IPR004695
HAX54_001503-T1	IPR001623
HAX54_001505-T1	IPR000504
HAX54_001508-T1	IPR000764
HAX54_001508-T1	IPR006083
HAX54_001509-T1	IPR004159
HAX54_001510-T1	IPR027353
HAX54_001512-T1	IPR014977
HAX54_001512-T1	IPR014978
HAX54_001515-T1	IPR000719
HAX54_001516-T1	IPR000719
HAX54_001516-T1	IPR001245
HAX54_001517-T1	IPR000652
HAX54_001518-T1	IPR006502
HAX54_001520-T1	IPR000347
HAX54_001521-T1	IPR006501
HAX54_001522-T1	IPR006501
HAX54_001524-T1	IPR013126
HAX54_001525-T1	IPR002160
HAX54_001526-T1	IPR004182
HAX54_001527-T1	IPR007248
HAX54_001529-T1	IPR008507
HAX54_001531-T1	IPR025344
HAX54_001532-T1	IPR003674
HAX54_001533-T1	IPR001841
HAX54_001533-T1	IPR039525
HAX54_001534-T1	IPR002885
HAX54_001539-T1	IPR000484
HAX54_001541-T1	IPR003657
HAX54_001542-T1	IPR006786
HAX54_001543-T1	IPR005550
HAX54_001544-T1	IPR004864
HAX54_001545-T1	IPR000597
HAX54_001546-T1	IPR000717
HAX54_001546-T1	IPR033464
HAX54_001549-T1	IPR002885
HAX54_001550-T1	IPR041677
HAX54_001550-T1	IPR041679
HAX54_001554-T1	IPR021150
HAX54_001556-T1	IPR000232
HAX54_001557-T1	IPR002110
HAX54_001557-T1	IPR020683
HAX54_001557-T1	IPR021094
HAX54_001557-T1	IPR024228
HAX54_001558-T1	IPR000210
HAX54_001562-T1	IPR003441
HAX54_001568-T1	IPR001320
HAX54_001568-T1	IPR001638
HAX54_001568-T1	IPR001828
HAX54_001569-T1	IPR006721
HAX54_001572-T1	IPR001461
HAX54_001572-T1	IPR032799
HAX54_001572-T1	IPR032861
HAX54_001572-T1	IPR033121
HAX54_001573-T1	IPR004827
HAX54_001574-T1	IPR001471
HAX54_001576-T1	IPR006694
HAX54_001588-T1	IPR003340
HAX54_001596-T1	IPR001810
HAX54_001597-T1	IPR011701
HAX54_001597-T1	IPR020846
HAX54_001599-T1	IPR002938
HAX54_001600-T1	IPR001902
HAX54_001600-T1	IPR002645
HAX54_001600-T1	IPR011547
HAX54_001602-T1	IPR003441
HAX54_001604-T1	IPR024763
HAX54_001606-T1	IPR001611
HAX54_001609-T1	IPR000783
HAX54_001609-T1	IPR005571
HAX54_001613-T1	IPR003480
HAX54_001614-T1	IPR003480
HAX54_001615-T1	IPR004045
HAX54_001615-T1	IPR004046
HAX54_001615-T1	IPR010987
HAX54_001623-T1	IPR000782
HAX54_001624-T1	IPR004240
HAX54_001625-T1	IPR002935
HAX54_001626-T1	IPR013087
HAX54_001627-T1	IPR000504
HAX54_001627-T1	IPR006529
HAX54_001636-T1	IPR001114
HAX54_001637-T1	IPR001471
HAX54_001639-T1	IPR006873
HAX54_001640-T1	IPR010608
HAX54_001644-T1	IPR000719
HAX54_001645-T1	IPR000504
HAX54_001645-T1	IPR022023
HAX54_001646-T1	IPR002781
HAX54_001647-T1	IPR000330
HAX54_001647-T1	IPR001650
HAX54_001647-T1	IPR014001
HAX54_001649-T1	IPR007462
HAX54_001650-T1	IPR000490
HAX54_001650-T1	IPR012946
HAX54_001651-T1	IPR005455
HAX54_001653-T1	IPR010410
HAX54_001654-T1	IPR005519
HAX54_001655-T1	IPR005519
HAX54_001655-T1	IPR010410
HAX54_001657-T1	IPR001806
HAX54_001657-T1	IPR003578
HAX54_001657-T1	IPR005225
HAX54_001658-T1	IPR000719
HAX54_001658-T1	IPR001245
HAX54_001662-T1	IPR014770
HAX54_001662-T1	IPR014772
HAX54_001674-T1	IPR001680
HAX54_001674-T1	IPR017986
HAX54_001674-T1	IPR020472
HAX54_001684-T1	IPR005117
HAX54_001684-T1	IPR006066
HAX54_001684-T1	IPR006067
HAX54_001689-T1	IPR000757
HAX54_001689-T1	IPR010713
HAX54_001690-T1	IPR003441
HAX54_001691-T1	IPR001471
HAX54_001693-T1	IPR001128
HAX54_001693-T1	IPR002401
HAX54_001694-T1	IPR000150
HAX54_001694-T1	IPR002036
HAX54_001694-T1	IPR006379
HAX54_001695-T1	IPR005050
HAX54_001697-T1	IPR013112
HAX54_001697-T1	IPR013121
HAX54_001697-T1	IPR013130
HAX54_001705-T1	IPR013026
HAX54_001705-T1	IPR019734
HAX54_001705-T1	IPR034649
HAX54_001705-T1	IPR041243
HAX54_001706-T1	IPR008598
HAX54_001707-T1	IPR008507
HAX54_001715-T1	IPR001155
HAX54_001717-T1	IPR000209
HAX54_001717-T1	IPR015500
HAX54_001717-T1	IPR041469
HAX54_001718-T1	IPR010259
HAX54_001719-T1	IPR000209
HAX54_001720-T1	IPR000209
HAX54_001720-T1	IPR015500
HAX54_001720-T1	IPR041469
HAX54_001721-T1	IPR005680
HAX54_001721-T1	IPR006032
HAX54_001723-T1	IPR000048
HAX54_001724-T1	IPR000225
HAX54_001731-T1	IPR000873
HAX54_001731-T1	IPR025110
HAX54_001735-T1	IPR001806
HAX54_001736-T1	IPR000626
HAX54_001737-T1	IPR000823
HAX54_001737-T1	IPR002016
HAX54_001738-T1	IPR000823
HAX54_001738-T1	IPR002016
HAX54_001739-T1	IPR002816
HAX54_001740-T1	IPR001214
HAX54_001741-T1	IPR002885
HAX54_001743-T1	IPR001357
HAX54_001745-T1	IPR001005
HAX54_001745-T1	IPR017930
HAX54_001746-T1	IPR002939
HAX54_001747-T1	IPR000225
HAX54_001747-T1	IPR032413
HAX54_001749-T1	IPR002495
HAX54_001753-T1	IPR001752
HAX54_001758-T1	IPR022761
HAX54_001759-T1	IPR000362
HAX54_001759-T1	IPR018951
HAX54_001759-T1	IPR022761
HAX54_001771-T1	IPR000058
HAX54_001771-T1	IPR000571
HAX54_001772-T1	IPR002528
HAX54_001773-T1	IPR000873
HAX54_001773-T1	IPR025110
HAX54_001776-T1	IPR001841
HAX54_001780-T1	IPR008166
HAX54_001781-T1	IPR003337
HAX54_001781-T1	IPR006379
HAX54_001782-T1	IPR000210
HAX54_001785-T1	IPR000504
HAX54_001787-T1	IPR001005
HAX54_001787-T1	IPR017930
HAX54_001788-T1	IPR010719
HAX54_001789-T1	IPR003890
HAX54_001789-T1	IPR015172
HAX54_001789-T1	IPR015174
HAX54_001790-T1	IPR001650
HAX54_001790-T1	IPR011545
HAX54_001790-T1	IPR014001
HAX54_001790-T1	IPR014014
HAX54_001791-T1	IPR020829
HAX54_001791-T1	IPR020831
HAX54_001792-T1	IPR002524
HAX54_001793-T1	IPR002524
HAX54_001793-T1	IPR027470
HAX54_001794-T1	IPR026937
HAX54_001795-T1	IPR026937
HAX54_001795-T1	IPR039187
HAX54_001796-T1	IPR039187
HAX54_001800-T1	IPR001806
HAX54_001800-T1	IPR005225
HAX54_001802-T1	IPR000719
HAX54_001802-T1	IPR001245
HAX54_001802-T1	IPR001611
HAX54_001802-T1	IPR013210
HAX54_001807-T1	IPR003323
HAX54_001809-T1	IPR006510
HAX54_001821-T1	IPR000719
HAX54_001821-T1	IPR001245
HAX54_001822-T1	IPR002048
HAX54_001830-T1	IPR001357
HAX54_001830-T1	IPR001841
HAX54_001830-T1	IPR034732
HAX54_001834-T1	IPR007770
HAX54_001835-T1	IPR004827
HAX54_001843-T1	IPR005735
HAX54_001847-T1	IPR025723
HAX54_001852-T1	IPR002902
HAX54_001853-T1	IPR002921
HAX54_001853-T1	IPR005592
HAX54_001855-T1	IPR000719
HAX54_001855-T1	IPR000961
HAX54_001857-T1	IPR004883
HAX54_001860-T1	IPR000008
HAX54_001861-T1	IPR013210
HAX54_001864-T1	IPR001222
HAX54_001864-T1	IPR003618
HAX54_001864-T1	IPR006289
HAX54_001864-T1	IPR017923
HAX54_001869-T1	IPR003657
HAX54_001874-T1	IPR001841
HAX54_001874-T1	IPR010543
HAX54_001874-T1	IPR039525
HAX54_001875-T1	IPR001810
HAX54_001878-T1	IPR002833
HAX54_001883-T1	IPR006904
HAX54_001884-T1	IPR007188
HAX54_001885-T1	IPR001878
HAX54_001886-T1	IPR003855
HAX54_001887-T1	IPR001830
HAX54_001887-T1	IPR003337
HAX54_001887-T1	IPR006379
HAX54_001891-T1	IPR001258
HAX54_001892-T1	IPR001258
HAX54_001895-T1	IPR002553
HAX54_001895-T1	IPR008152
HAX54_001895-T1	IPR008153
HAX54_001896-T1	IPR001841
HAX54_001898-T1	IPR025610
HAX54_001900-T1	IPR004023
HAX54_001901-T1	IPR002569
HAX54_001902-T1	IPR013922
HAX54_001903-T1	IPR001328
HAX54_001905-T1	IPR000136
HAX54_001908-T1	IPR001806
HAX54_001909-T1	IPR020683
HAX54_001913-T1	IPR000719
HAX54_001913-T1	IPR001245
HAX54_001914-T1	IPR019448
HAX54_001916-T1	IPR040608
HAX54_001917-T1	IPR005349
HAX54_001918-T1	IPR004843
HAX54_001918-T1	IPR015914
HAX54_001918-T1	IPR025733
HAX54_001919-T1	IPR006175
HAX54_001920-T1	IPR001950
HAX54_001920-T1	IPR005874
HAX54_001921-T1	IPR004241
HAX54_001923-T1	IPR000061
HAX54_001924-T1	IPR001932
HAX54_001928-T1	IPR000648
HAX54_001930-T1	IPR001509
HAX54_001931-T1	IPR001214
HAX54_001931-T1	IPR003616
HAX54_001931-T1	IPR006560
HAX54_001931-T1	IPR025787
HAX54_001935-T1	IPR001929
HAX54_001935-T1	IPR006045
HAX54_001936-T1	IPR000823
HAX54_001936-T1	IPR002016
HAX54_001937-T1	IPR000965
HAX54_001937-T1	IPR001048
HAX54_001937-T1	IPR001057
HAX54_001937-T1	IPR005715
HAX54_001937-T1	IPR005766
HAX54_001937-T1	IPR015590
HAX54_001938-T1	IPR001683
HAX54_001938-T1	IPR015404
HAX54_001939-T1	IPR001117
HAX54_001939-T1	IPR011706
HAX54_001939-T1	IPR011707
HAX54_001939-T1	IPR017761
HAX54_001940-T1	IPR002885
HAX54_001941-T1	IPR001680
HAX54_001941-T1	IPR017986
HAX54_001941-T1	IPR024977
HAX54_001942-T1	IPR005688
HAX54_001942-T1	IPR006703
HAX54_001945-T1	IPR002913
HAX54_001950-T1	IPR001365
HAX54_001951-T1	IPR000719
HAX54_001952-T1	IPR000462
HAX54_001956-T1	IPR006680
HAX54_001958-T1	IPR002130
HAX54_001959-T1	IPR002912
HAX54_001964-T1	IPR001503
HAX54_001978-T1	IPR003386
HAX54_001985-T1	IPR004864
HAX54_001986-T1	IPR000719
HAX54_001986-T1	IPR001245
HAX54_001987-T1	IPR000172
HAX54_001987-T1	IPR007867
HAX54_001988-T1	IPR008803
HAX54_001988-T1	IPR030386
HAX54_001989-T1	IPR001509
HAX54_001990-T1	IPR000245
HAX54_001990-T1	IPR002379
HAX54_001990-T1	IPR011555
HAX54_001994-T1	IPR012535
HAX54_001995-T1	IPR002885
HAX54_001996-T1	IPR003851
HAX54_001997-T1	IPR002562
HAX54_001997-T1	IPR002782
HAX54_002000-T1	IPR002109
HAX54_002007-T1	IPR004883
HAX54_002008-T1	IPR011598
HAX54_002009-T1	IPR001841
HAX54_002018-T1	IPR002913
HAX54_002018-T1	IPR013978
HAX54_002021-T1	IPR000916
HAX54_002022-T1	IPR008507
HAX54_002023-T1	IPR005061
HAX54_002026-T1	IPR001471
HAX54_002027-T1	IPR002347
HAX54_002027-T1	IPR005979
HAX54_002028-T1	IPR000626
HAX54_002028-T1	IPR010491
HAX54_002028-T1	IPR013026
HAX54_002028-T1	IPR019734
HAX54_002029-T1	IPR001783
HAX54_002029-T1	IPR026017
HAX54_002031-T1	IPR000996
HAX54_002032-T1	IPR005795
HAX54_002032-T1	IPR007117
HAX54_002032-T1	IPR018499
HAX54_002034-T1	IPR003675
HAX54_002036-T1	IPR002885
HAX54_002037-T1	IPR001841
HAX54_002037-T1	IPR018957
HAX54_002038-T1	IPR005636
HAX54_002044-T1	IPR003890
HAX54_002045-T1	IPR003890
HAX54_002045-T1	IPR007193
HAX54_002050-T1	IPR011598
HAX54_002050-T1	IPR025610
HAX54_002056-T1	IPR002820
HAX54_002056-T1	IPR023045
HAX54_002058-T1	IPR018121
HAX54_002059-T1	IPR000403
HAX54_002059-T1	IPR000626
HAX54_002060-T1	IPR002048
HAX54_002062-T1	IPR000375
HAX54_002062-T1	IPR003130
HAX54_002062-T1	IPR020850
HAX54_002062-T1	IPR022812
HAX54_002062-T1	IPR030381
HAX54_002066-T1	IPR002562
HAX54_002072-T1	IPR001578
HAX54_002072-T1	IPR041507
HAX54_002073-T1	IPR002156
HAX54_002074-T1	IPR013026
HAX54_002074-T1	IPR019734
HAX54_002075-T1	IPR001841
HAX54_002075-T1	IPR019787
HAX54_002085-T1	IPR021820
HAX54_002086-T1	IPR000858
HAX54_002086-T1	IPR001480
HAX54_002087-T1	IPR001480
HAX54_002088-T1	IPR000719
HAX54_002088-T1	IPR001245
HAX54_002089-T1	IPR000719
HAX54_002089-T1	IPR000858
HAX54_002089-T1	IPR001245
HAX54_002089-T1	IPR001480
HAX54_002089-T1	IPR003609
HAX54_002090-T1	IPR001480
HAX54_002091-T1	IPR003609
HAX54_002092-T1	IPR000719
HAX54_002092-T1	IPR001245
HAX54_002093-T1	IPR000719
HAX54_002093-T1	IPR001245
HAX54_002093-T1	IPR021820
HAX54_002098-T1	IPR025265
HAX54_002099-T1	IPR001128
HAX54_002099-T1	IPR002401
HAX54_002100-T1	IPR013087
HAX54_002101-T1	IPR001128
HAX54_002101-T1	IPR002401
HAX54_002102-T1	IPR001128
HAX54_002102-T1	IPR002401
HAX54_002103-T1	IPR001128
HAX54_002103-T1	IPR002401
HAX54_002105-T1	IPR005516
HAX54_002106-T1	IPR011893
HAX54_002107-T1	IPR000048
HAX54_002107-T1	IPR001609
HAX54_002107-T1	IPR004009
HAX54_002108-T1	IPR004332
HAX54_002110-T1	IPR002885
HAX54_002110-T1	IPR033443
HAX54_002112-T1	IPR001360
HAX54_002113-T1	IPR040911
HAX54_002114-T1	IPR040911
HAX54_002116-T1	IPR002182
HAX54_002119-T1	IPR002213
HAX54_002124-T1	IPR013026
HAX54_002124-T1	IPR019734
HAX54_002125-T1	IPR002415
HAX54_002125-T1	IPR004038
HAX54_002125-T1	IPR018492
HAX54_002130-T1	IPR002925
HAX54_002132-T1	IPR003480
HAX54_002134-T1	IPR010658
HAX54_002135-T1	IPR010369
HAX54_002138-T1	IPR001926
HAX54_002140-T1	IPR001214
HAX54_002140-T1	IPR003105
HAX54_002140-T1	IPR003616
HAX54_002140-T1	IPR007728
HAX54_002140-T1	IPR025794
HAX54_002141-T1	IPR012474
HAX54_002142-T1	IPR005380
HAX54_002146-T1	IPR001810
HAX54_002149-T1	IPR002100
HAX54_002150-T1	IPR005175
HAX54_002152-T1	IPR032259
HAX54_002160-T1	IPR001199
HAX54_002160-T1	IPR005804
HAX54_002161-T1	IPR002314
HAX54_002161-T1	IPR002320
HAX54_002161-T1	IPR004095
HAX54_002161-T1	IPR004154
HAX54_002161-T1	IPR006195
HAX54_002161-T1	IPR012947
HAX54_002164-T1	IPR001107
HAX54_002165-T1	IPR001107
HAX54_002166-T1	IPR027246
HAX54_002171-T1	IPR004821
HAX54_002175-T1	IPR001357
HAX54_002176-T1	IPR006652
HAX54_002179-T1	IPR007011
HAX54_002183-T1	IPR004000
HAX54_002195-T1	IPR000719
HAX54_002195-T1	IPR001245
HAX54_002199-T1	IPR001019
HAX54_002199-T1	IPR002976
HAX54_002204-T1	IPR001356
HAX54_002205-T1	IPR013112
HAX54_002205-T1	IPR013121
HAX54_002206-T1	IPR002048
HAX54_002206-T1	IPR013623
HAX54_002208-T1	IPR001752
HAX54_002209-T1	IPR004827
HAX54_002210-T1	IPR002818
HAX54_002210-T1	IPR006287
HAX54_002211-T1	IPR011762
HAX54_002211-T1	IPR011763
HAX54_002211-T1	IPR034733
HAX54_002213-T1	IPR013766
HAX54_002214-T1	IPR021139
HAX54_002216-T1	IPR000719
HAX54_002218-T1	IPR003613
HAX54_002220-T1	IPR004146
HAX54_002221-T1	IPR013149
HAX54_002226-T1	IPR001781
HAX54_002227-T1	IPR025322
HAX54_002228-T1	IPR006043
HAX54_002230-T1	IPR006502
HAX54_002232-T1	IPR001672
HAX54_002236-T1	IPR001310
HAX54_002236-T1	IPR011146
HAX54_002246-T1	IPR001087
HAX54_002256-T1	IPR001926
HAX54_002259-T1	IPR013149
HAX54_002259-T1	IPR013154
HAX54_002263-T1	IPR001128
HAX54_002264-T1	IPR001128
HAX54_002264-T1	IPR002401
HAX54_002266-T1	IPR010259
HAX54_002274-T1	IPR000109
HAX54_002278-T1	IPR000109
HAX54_002279-T1	IPR000109
HAX54_002280-T1	IPR000109
HAX54_002284-T1	IPR002490
HAX54_002286-T1	IPR001471
HAX54_002287-T1	IPR025755
HAX54_002288-T1	IPR002136
HAX54_002290-T1	IPR025564
HAX54_002291-T1	IPR001253
HAX54_002291-T1	IPR006196
HAX54_002292-T1	IPR020040
HAX54_002294-T1	IPR001141
HAX54_002296-T1	IPR004839
HAX54_002296-T1	IPR019942
HAX54_002299-T1	IPR008564
HAX54_002300-T1	IPR001509
HAX54_002303-T1	IPR006015
HAX54_002303-T1	IPR006016
HAX54_002304-T1	IPR006015
HAX54_002304-T1	IPR006016
HAX54_002305-T1	IPR004045
HAX54_002305-T1	IPR004046
HAX54_002305-T1	IPR010987
HAX54_002307-T1	IPR004045
HAX54_002307-T1	IPR004046
HAX54_002307-T1	IPR010987
HAX54_002308-T1	IPR004045
HAX54_002308-T1	IPR004046
HAX54_002308-T1	IPR010987
HAX54_002309-T1	IPR004045
HAX54_002309-T1	IPR004046
HAX54_002309-T1	IPR010987
HAX54_002310-T1	IPR013705
HAX54_002312-T1	IPR001789
HAX54_002314-T1	IPR013087
HAX54_002316-T1	IPR001135
HAX54_002316-T1	IPR001694
HAX54_002317-T1	IPR006073
HAX54_002317-T1	IPR030378
HAX54_002319-T1	IPR007930
HAX54_002319-T1	IPR008395
HAX54_002320-T1	IPR000873
HAX54_002321-T1	IPR001650
HAX54_002321-T1	IPR003593
HAX54_002321-T1	IPR007502
HAX54_002321-T1	IPR011709
HAX54_002321-T1	IPR014001
HAX54_002322-T1	IPR006502
HAX54_002323-T1	IPR019273
