HAX54_000001-T1	PF09405
HAX54_001379-T1	PF13855
HAX54_001380-T1	PF00137
HAX54_001383-T1	PF10197
HAX54_001386-T1	PF16363
HAX54_001388-T1	PF00642
HAX54_001390-T1	PF01625
HAX54_001391-T1	PF01423
HAX54_001392-T1	PF02519
HAX54_001393-T1	PF03366
HAX54_001395-T1	PF00759
HAX54_001397-T1	PF13532
HAX54_001399-T1	PF00763
HAX54_001399-T1	PF02882
HAX54_001411-T1	PF13041
HAX54_001413-T1	PF00400
HAX54_001414-T1	PF00076
HAX54_001414-T1	PF00098
HAX54_001414-T1	PF00160
HAX54_001415-T1	PF01926
HAX54_001415-T1	PF06071
HAX54_001416-T1	PF02519
HAX54_001419-T1	PF02410
HAX54_001420-T1	PF01379
HAX54_001420-T1	PF03900
HAX54_001421-T1	PF02365
HAX54_001422-T1	PF03473
HAX54_001422-T1	PF03476
HAX54_001423-T1	PF00266
HAX54_001428-T1	PF00069
HAX54_001428-T1	PF11721
HAX54_001430-T1	PF02519
HAX54_001432-T1	PF00249
HAX54_001433-T1	PF00581
HAX54_001436-T1	PF00162
HAX54_001437-T1	PF00162
HAX54_001440-T1	PF13561
HAX54_001441-T1	PF03514
HAX54_001442-T1	PF00564
HAX54_001442-T1	PF07714
HAX54_001443-T1	PF01464
HAX54_001444-T1	PF03556
HAX54_001445-T1	PF10672
HAX54_001447-T1	PF17785
HAX54_001449-T1	PF01397
HAX54_001450-T1	PF03936
HAX54_001451-T1	PF00134
HAX54_001451-T1	PF02984
HAX54_001455-T1	PF00571
HAX54_001455-T1	PF06136
HAX54_001456-T1	PF00564
HAX54_001457-T1	PF00534
HAX54_001458-T1	PF00504
HAX54_001459-T1	PF00504
HAX54_001460-T1	PF00069
HAX54_001460-T1	PF00504
HAX54_001460-T1	PF08263
HAX54_001460-T1	PF13855
HAX54_001462-T1	PF00069
HAX54_001462-T1	PF08263
HAX54_001462-T1	PF13855
HAX54_001465-T1	PF01145
HAX54_001466-T1	PF10250
HAX54_001472-T1	PF02990
HAX54_001473-T1	PF01929
HAX54_001476-T1	PF00657
HAX54_001487-T1	PF01762
HAX54_001495-T1	PF13962
HAX54_001496-T1	PF12796
HAX54_001520-T1	PF13561
HAX54_001521-T1	PF01535
HAX54_001521-T1	PF12854
HAX54_001521-T1	PF13041
HAX54_001521-T1	PF13812
HAX54_001523-T1	PF04782
HAX54_001523-T1	PF04783
HAX54_001525-T1	PF08801
HAX54_001526-T1	PF00504
HAX54_001534-T1	PF16206
HAX54_001535-T1	PF16206
HAX54_001536-T1	PF09324
HAX54_001542-T1	PF16213
HAX54_001544-T1	PF05664
HAX54_001546-T1	PF12756
HAX54_001546-T1	PF13649
HAX54_001547-T1	PF00082
HAX54_001547-T1	PF05922
HAX54_001547-T1	PF17766
HAX54_001548-T1	PF00929
HAX54_001549-T1	PF00338
HAX54_001552-T1	PF11957
HAX54_001554-T1	PF05018
HAX54_001557-T1	PF00685
HAX54_001558-T1	PF13639
HAX54_001560-T1	PF00067
HAX54_001561-T1	PF03999
HAX54_001562-T1	PF07714
HAX54_001563-T1	PF00226
HAX54_001563-T1	PF00249
HAX54_001565-T1	PF00808
HAX54_001566-T1	PF07690
HAX54_001567-T1	PF07690
HAX54_001568-T1	PF07690
HAX54_001570-T1	PF02170
HAX54_001570-T1	PF02171
HAX54_001570-T1	PF08699
HAX54_001570-T1	PF16486
HAX54_001570-T1	PF16488
HAX54_001571-T1	PF10273
HAX54_001572-T1	PF07738
HAX54_001573-T1	PF07738
HAX54_001574-T1	PF00125
HAX54_001575-T1	PF00069
HAX54_001575-T1	PF13202
HAX54_001575-T1	PF13499
HAX54_001576-T1	PF00319
HAX54_001580-T1	PF03595
HAX54_001581-T1	PF00226
HAX54_001583-T1	PF00076
HAX54_001586-T1	PF00485
HAX54_001586-T1	PF14681
HAX54_001587-T1	PF03141
HAX54_001588-T1	PF17035
HAX54_001589-T1	PF08879
HAX54_001589-T1	PF08880
HAX54_001592-T1	PF00069
HAX54_001593-T1	PF07714
HAX54_001595-T1	PF00121
HAX54_001596-T1	PF04720
HAX54_001597-T1	PF02466
HAX54_001598-T1	PF01439
HAX54_001599-T1	PF04043
HAX54_001601-T1	PF04043
HAX54_001603-T1	PF00012
HAX54_001604-T1	PF00197
HAX54_001605-T1	PF02893
HAX54_001606-T1	PF04117
HAX54_001607-T1	PF12589
HAX54_001608-T1	PF05623
HAX54_001610-T1	PF13355
HAX54_001611-T1	PF02516
HAX54_001612-T1	PF13639
HAX54_001612-T1	PF14369
HAX54_001613-T1	PF01535
HAX54_001613-T1	PF13041
HAX54_001614-T1	PF00646
HAX54_001622-T1	PF03106
HAX54_001623-T1	PF04696
HAX54_001624-T1	PF03801
HAX54_001625-T1	PF03168
HAX54_001626-T1	PF00297
HAX54_001627-T1	PF10075
HAX54_001633-T1	PF01535
HAX54_001633-T1	PF13041
HAX54_001634-T1	PF13086
HAX54_001634-T1	PF13087
HAX54_001637-T1	PF03981
HAX54_001639-T1	PF00447
HAX54_001640-T1	PF11900
HAX54_001640-T1	PF12313
HAX54_001641-T1	PF00651
HAX54_001643-T1	PF02365
HAX54_001649-T1	PF00060
HAX54_001649-T1	PF00497
HAX54_001649-T1	PF01094
HAX54_001650-T1	PF04627
HAX54_001653-T1	PF14541
HAX54_001653-T1	PF14543
HAX54_001654-T1	PF00170
HAX54_001655-T1	PF00847
HAX54_001657-T1	PF04116
HAX54_001665-T1	PF02362
HAX54_001673-T1	PF00646
HAX54_001674-T1	PF07690
HAX54_001677-T1	PF01494
HAX54_001679-T1	PF00916
HAX54_001679-T1	PF01740
HAX54_001680-T1	PF02365
HAX54_001682-T1	PF12451
HAX54_001684-T1	PF13855
HAX54_001687-T1	PF03871
HAX54_001688-T1	PF01191
HAX54_001694-T1	PF02458
HAX54_001695-T1	PF02458
HAX54_001696-T1	PF00043
HAX54_001696-T1	PF02798
HAX54_001702-T1	PF02990
HAX54_001703-T1	PF01596
HAX54_001705-T1	PF00076
HAX54_001715-T1	PF00709
HAX54_001716-T1	PF00847
HAX54_001717-T1	PF04788
HAX54_001718-T1	PF06708
HAX54_001723-T1	PF00069
HAX54_001725-T1	PF00076
HAX54_001725-T1	PF12220
HAX54_001726-T1	PF01925
HAX54_001727-T1	PF00176
HAX54_001727-T1	PF00271
HAX54_001729-T1	PF04367
HAX54_001730-T1	PF02225
HAX54_001730-T1	PF04389
HAX54_001731-T1	PF00332
HAX54_001731-T1	PF07983
HAX54_001732-T1	PF00235
HAX54_001734-T1	PF06219
HAX54_001735-T1	PF03767
HAX54_001736-T1	PF06219
HAX54_001737-T1	PF03767
HAX54_001737-T1	PF06219
HAX54_001740-T1	PF00071
HAX54_001741-T1	PF07714
HAX54_001746-T1	PF05664
HAX54_001757-T1	PF03171
HAX54_001758-T1	PF00400
HAX54_001765-T1	PF01077
HAX54_001765-T1	PF03460
HAX54_001769-T1	PF00722
HAX54_001769-T1	PF06955
HAX54_001770-T1	PF02365
HAX54_001771-T1	PF00847
HAX54_001773-T1	PF00067
HAX54_001774-T1	PF02130
HAX54_001774-T1	PF08282
HAX54_001775-T1	PF03386
HAX54_001778-T1	PF01794
HAX54_001778-T1	PF08022
HAX54_001778-T1	PF08030
HAX54_001786-T1	PF13181
HAX54_001786-T1	PF17830
HAX54_001786-T1	PF18253
HAX54_001787-T1	PF05605
HAX54_001788-T1	PF05623
HAX54_001796-T1	PF00724
HAX54_001797-T1	PF13889
HAX54_001797-T1	PF13915
HAX54_001798-T1	PF00082
HAX54_001798-T1	PF17766
HAX54_001800-T1	PF00082
HAX54_001801-T1	PF00082
HAX54_001802-T1	PF00082
HAX54_001802-T1	PF17766
HAX54_001803-T1	PF00164
HAX54_001805-T1	PF00612
HAX54_001806-T1	PF00514
HAX54_001813-T1	PF00501
HAX54_001813-T1	PF13193
HAX54_001817-T1	PF16913
HAX54_001819-T1	PF00240
HAX54_001820-T1	PF00141
HAX54_001821-T1	PF00141
HAX54_001822-T1	PF01963
HAX54_001823-T1	PF01963
HAX54_001824-T1	PF00856
HAX54_001825-T1	PF01753
HAX54_001826-T1	PF01535
HAX54_001826-T1	PF13041
HAX54_001829-T1	PF00533
HAX54_001829-T1	PF12738
HAX54_001832-T1	PF01556
HAX54_001833-T1	PF00514
HAX54_001833-T1	PF01749
HAX54_001833-T1	PF16186
HAX54_001836-T1	PF01501
HAX54_001839-T1	PF00307
HAX54_001840-T1	PF00225
HAX54_001844-T1	PF00206
HAX54_001845-T1	PF00206
HAX54_001846-T1	PF00206
HAX54_001846-T1	PF10415
HAX54_001858-T1	PF01554
HAX54_001859-T1	PF00501
HAX54_001859-T1	PF13193
HAX54_001872-T1	PF01697
HAX54_001873-T1	PF02358
HAX54_001876-T1	PF00076
HAX54_001878-T1	PF00249
HAX54_001879-T1	PF06962
HAX54_001880-T1	PF02854
HAX54_001880-T1	PF09088
HAX54_001880-T1	PF09090
HAX54_001881-T1	PF00270
HAX54_001881-T1	PF00271
HAX54_001882-T1	PF02800
HAX54_001883-T1	PF01545
HAX54_001884-T1	PF01545
HAX54_001884-T1	PF16916
HAX54_001885-T1	PF13871
HAX54_001886-T1	PF13871
HAX54_001887-T1	PF13872
HAX54_001889-T1	PF13872
HAX54_001896-T1	PF00071
HAX54_001898-T1	PF07714
HAX54_001898-T1	PF08263
HAX54_001898-T1	PF13855
HAX54_001901-T1	PF02338
HAX54_001902-T1	PF00462
HAX54_001906-T1	PF05142
HAX54_001916-T1	PF07714
HAX54_001917-T1	PF13202
HAX54_001927-T1	PF13771
HAX54_001927-T1	PF13923
HAX54_001932-T1	PF05078
HAX54_001933-T1	PF00170
HAX54_001939-T1	PF00656
HAX54_001941-T1	PF02374
HAX54_001942-T1	PF02374
HAX54_001945-T1	PF00331
HAX54_001946-T1	PF01657
HAX54_001947-T1	PF01764
HAX54_001947-T1	PF03893
HAX54_001949-T1	PF00069
HAX54_001950-T1	PF03195
HAX54_001954-T1	PF00168
HAX54_001955-T1	PF08263
HAX54_001958-T1	PF01096
HAX54_001958-T1	PF07500
HAX54_001958-T1	PF08711
HAX54_001964-T1	PF03106
HAX54_001965-T1	PF03106
HAX54_001972-T1	PF06547
HAX54_001972-T1	PF13639
HAX54_001972-T1	PF14369
HAX54_001973-T1	PF00646
HAX54_001977-T1	PF01981
HAX54_001981-T1	PF04819
HAX54_001982-T1	PF04045
HAX54_001984-T1	PF02705
HAX54_001985-T1	PF00982
HAX54_001985-T1	PF02358
HAX54_001989-T1	PF01436
HAX54_001990-T1	PF01436
HAX54_001993-T1	PF01602
HAX54_001993-T1	PF02883
HAX54_001994-T1	PF13639
HAX54_001996-T1	PF14215
HAX54_001998-T1	PF01625
HAX54_001999-T1	PF08613
HAX54_002000-T1	PF01195
HAX54_002001-T1	PF01277
HAX54_002004-T1	PF00071
HAX54_002009-T1	PF00069
HAX54_002010-T1	PF10358
HAX54_002011-T1	PF04157
HAX54_002012-T1	PF03647
HAX54_002013-T1	PF00149
HAX54_002013-T1	PF14008
HAX54_002013-T1	PF16656
HAX54_002014-T1	PF01042
HAX54_002015-T1	PF01253
HAX54_002016-T1	PF02991
HAX54_002018-T1	PF01805
HAX54_002019-T1	PF09750
HAX54_002020-T1	PF01095
HAX54_002021-T1	PF00481
HAX54_002024-T1	PF01237
HAX54_002025-T1	PF01237
HAX54_002026-T1	PF01370
HAX54_002027-T1	PF00856
HAX54_002032-T1	PF00190
HAX54_002033-T1	PF00141
HAX54_002034-T1	PF00171
HAX54_002034-T1	PF00696
HAX54_002035-T1	PF00787
HAX54_002035-T1	PF09325
HAX54_002036-T1	PF00394
HAX54_002036-T1	PF07731
HAX54_002036-T1	PF07732
HAX54_002037-T1	PF01535
HAX54_002037-T1	PF13041
HAX54_002039-T1	PF00400
HAX54_002039-T1	PF12894
HAX54_002041-T1	PF04548
HAX54_002045-T1	PF01852
HAX54_002050-T1	PF00962
HAX54_002052-T1	PF00069
HAX54_002053-T1	PF01066
HAX54_002058-T1	PF03936
HAX54_002061-T1	PF04909
HAX54_002063-T1	PF00160
HAX54_002064-T1	PF01842
HAX54_002067-T1	PF02519
HAX54_002069-T1	PF00852
HAX54_002078-T1	PF02450
HAX54_002086-T1	PF03168
HAX54_002087-T1	PF07714
HAX54_002088-T1	PF00732
HAX54_002088-T1	PF05199
HAX54_002089-T1	PF05879
HAX54_002090-T1	PF01370
HAX54_002091-T1	PF00137
HAX54_002092-T1	PF00137
HAX54_002095-T1	PF08045
HAX54_002096-T1	PF01535
HAX54_002096-T1	PF13041
HAX54_002097-T1	PF02701
HAX54_002099-T1	PF01612
HAX54_002099-T1	PF01927
HAX54_002103-T1	PF00462
HAX54_002108-T1	PF03195
HAX54_002110-T1	PF00010
HAX54_002111-T1	PF13639
HAX54_002122-T1	PF01852
HAX54_002122-T1	PF08670
HAX54_002124-T1	PF00407
HAX54_002125-T1	PF05623
HAX54_002129-T1	PF00847
HAX54_002130-T1	PF00106
HAX54_002131-T1	PF00240
HAX54_002131-T1	PF06424
HAX54_002131-T1	PF13181
HAX54_002131-T1	PF14559
HAX54_002132-T1	PF00677
HAX54_002134-T1	PF01086
HAX54_002135-T1	PF01357
HAX54_002136-T1	PF00335
HAX54_002138-T1	PF02517
HAX54_002139-T1	PF00560
HAX54_002139-T1	PF08263
HAX54_002139-T1	PF13516
HAX54_002139-T1	PF13855
HAX54_002140-T1	PF01535
HAX54_002140-T1	PF13041
HAX54_002141-T1	PF00097
HAX54_002142-T1	PF03942
HAX54_002150-T1	PF02854
HAX54_002150-T1	PF04050
HAX54_002153-T1	PF14215
HAX54_002159-T1	PF01967
HAX54_002160-T1	PF03145
HAX54_002161-T1	PF00240
HAX54_002161-T1	PF00454
HAX54_002162-T1	PF13499
HAX54_002164-T1	PF00350
HAX54_002164-T1	PF01031
HAX54_002164-T1	PF02212
HAX54_002165-T1	PF13374
HAX54_002168-T1	PF01612
HAX54_002174-T1	PF13428
HAX54_002175-T1	PF00628
HAX54_002187-T1	PF11883
HAX54_002189-T1	PF00954
HAX54_002189-T1	PF01453
HAX54_002190-T1	PF01453
HAX54_002192-T1	PF00954
HAX54_002192-T1	PF01453
HAX54_002192-T1	PF07714
HAX54_002192-T1	PF08276
HAX54_002193-T1	PF01453
HAX54_002194-T1	PF07714
HAX54_002194-T1	PF08276
HAX54_002195-T1	PF07714
HAX54_002195-T1	PF11883
HAX54_002201-T1	PF13943
HAX54_002202-T1	PF00067
HAX54_002203-T1	PF00096
HAX54_002204-T1	PF00067
HAX54_002205-T1	PF00067
HAX54_002206-T1	PF00067
HAX54_002208-T1	PF03763
HAX54_002210-T1	PF10262
HAX54_002211-T1	PF00063
HAX54_002212-T1	PF00063
HAX54_002212-T1	PF00612
HAX54_002213-T1	PF03108
HAX54_002215-T1	PF01535
HAX54_002215-T1	PF12854
HAX54_002215-T1	PF13041
HAX54_002216-T1	PF00232
HAX54_002217-T1	PF03016
HAX54_002218-T1	PF03016
HAX54_002220-T1	PF00931
HAX54_002222-T1	PF00201
HAX54_002226-T1	PF13181
HAX54_002228-T1	PF01248
HAX54_002232-T1	PF01738
HAX54_002234-T1	PF02458
HAX54_002235-T1	PF06813
HAX54_002236-T1	PF06136
HAX54_002239-T1	PF00291
HAX54_002240-T1	PF00856
HAX54_002240-T1	PF02182
HAX54_002240-T1	PF05033
HAX54_002241-T1	PF07899
HAX54_002242-T1	PF03468
HAX54_002246-T1	PF00319
HAX54_002247-T1	PF03479
HAX54_002248-T1	PF16113
HAX54_002256-T1	PF00173
HAX54_002256-T1	PF00487
HAX54_002257-T1	PF00587
HAX54_002257-T1	PF02824
HAX54_002257-T1	PF03129
HAX54_002257-T1	PF07973
HAX54_002260-T1	PF01145
HAX54_002262-T1	PF01145
HAX54_002263-T1	PF01459
HAX54_002267-T1	PF01467
HAX54_002269-T1	PF00181
HAX54_002270-T1	PF00533
HAX54_002271-T1	PF01344
HAX54_002274-T1	PF04927
HAX54_002279-T1	PF00022
HAX54_002292-T1	PF07714
HAX54_002294-T1	PF00503
HAX54_002296-T1	PF00046
HAX54_002297-T1	PF08022
HAX54_002297-T1	PF08030
HAX54_002298-T1	PF13499
HAX54_002300-T1	PF00225
HAX54_002301-T1	PF00170
HAX54_002302-T1	PF01965
HAX54_002303-T1	PF01039
HAX54_002305-T1	PF00085
HAX54_002306-T1	PF01936
HAX54_002308-T1	PF00069
HAX54_002311-T1	PF04564
HAX54_002313-T1	PF03107
HAX54_002314-T1	PF00107
HAX54_002318-T1	PF00412
HAX54_002319-T1	PF14009
HAX54_002320-T1	PF00860
HAX54_002321-T1	PF04720
HAX54_002323-T1	PF00342
HAX54_002324-T1	PF00342
HAX54_002327-T1	PF01230
HAX54_002337-T1	PF00657
HAX54_002344-T1	PF13456
HAX54_002349-T1	PF00291
HAX54_002352-T1	PF00107
HAX54_002359-T1	PF00067
HAX54_002362-T1	PF05922
HAX54_002369-T1	PF00854
HAX54_002370-T1	PF00854
HAX54_002374-T1	PF00854
HAX54_002375-T1	PF00854
HAX54_002376-T1	PF00854
HAX54_002380-T1	PF01496
HAX54_002384-T1	PF17766
HAX54_002385-T1	PF00847
HAX54_002387-T1	PF14374
HAX54_002391-T1	PF14159
HAX54_002392-T1	PF01176
HAX54_002393-T1	PF00347
HAX54_002395-T1	PF01777
HAX54_002396-T1	PF05419
HAX54_002398-T1	PF00155
HAX54_002401-T1	PF05832
HAX54_002402-T1	PF01370
HAX54_002405-T1	PF00582
HAX54_002406-T1	PF00582
HAX54_002408-T1	PF00043
HAX54_002410-T1	PF00043
HAX54_002410-T1	PF02798
HAX54_002411-T1	PF00043
HAX54_002411-T1	PF02798
HAX54_002412-T1	PF00043
HAX54_002412-T1	PF02798
HAX54_002413-T1	PF08498
HAX54_002415-T1	PF00072
HAX54_002421-T1	PF00146
HAX54_002422-T1	PF01926
HAX54_002425-T1	PF05266
HAX54_002425-T1	PF05641
HAX54_002428-T1	PF00501
HAX54_002429-T1	PF00271
HAX54_002429-T1	PF04408
HAX54_002429-T1	PF07717
HAX54_002429-T1	PF13401
HAX54_002430-T1	PF04720
HAX54_002431-T1	PF10058
HAX54_002435-T1	PF04371
HAX54_002436-T1	PF04371
HAX54_002441-T1	PF00413
HAX54_002441-T1	PF01471
HAX54_002448-T1	PF15938
HAX54_002449-T1	PF03171
HAX54_002449-T1	PF14226
HAX54_002453-T1	PF01777
HAX54_002454-T1	PF04885
HAX54_002455-T1	PF00010
HAX54_002456-T1	PF10409
HAX54_002458-T1	PF00069
HAX54_002458-T1	PF02149
HAX54_002459-T1	PF07714
HAX54_002459-T1	PF12819
HAX54_002460-T1	PF02190
HAX54_002460-T1	PF13923
HAX54_002462-T1	PF05637
HAX54_002463-T1	PF03016
HAX54_002466-T1	PF05008
HAX54_002466-T1	PF12352
HAX54_002467-T1	PF00072
HAX54_002467-T1	PF06203
HAX54_002468-T1	PF00929
HAX54_002470-T1	PF01535
HAX54_002470-T1	PF12854
HAX54_002470-T1	PF13041
HAX54_002471-T1	PF01535
HAX54_002471-T1	PF13041
HAX54_002472-T1	PF03164
HAX54_002473-T1	PF00834
HAX54_002474-T1	PF01535
HAX54_002474-T1	PF12854
HAX54_002474-T1	PF13041
HAX54_002475-T1	PF03254
HAX54_002479-T1	PF13415
HAX54_002480-T1	PF01344
HAX54_002484-T1	PF00854
HAX54_002485-T1	PF00560
HAX54_002485-T1	PF13855
HAX54_002486-T1	PF00069
HAX54_002486-T1	PF11721
HAX54_002486-T1	PF13855
HAX54_002487-T1	PF00097
HAX54_002487-T1	PF01485
HAX54_002493-T1	PF00462
HAX54_002494-T1	PF01287
HAX54_002495-T1	PF04398
HAX54_002496-T1	PF00117
HAX54_002496-T1	PF00988
HAX54_002500-T1	PF00010
HAX54_002501-T1	PF00112
HAX54_002501-T1	PF08246
HAX54_002504-T1	PF00515
HAX54_002504-T1	PF13176
HAX54_002504-T1	PF13432
HAX54_002506-T1	PF02630
HAX54_002508-T1	PF00749
HAX54_002509-T1	PF01546
HAX54_002521-T1	PF00224
HAX54_002521-T1	PF02887
HAX54_002523-T1	PF00249
HAX54_002525-T1	PF13181
HAX54_002525-T1	PF17830
HAX54_002525-T1	PF18253
HAX54_002526-T1	PF14368
HAX54_002528-T1	PF02230
HAX54_002529-T1	PF03650
HAX54_002532-T1	PF00551
HAX54_002533-T1	PF01159
HAX54_002533-T1	PF03868
HAX54_002534-T1	PF04720
HAX54_002535-T1	PF00133
HAX54_002535-T1	PF08264
HAX54_002537-T1	PF05793
HAX54_002538-T1	PF01557
HAX54_002538-T1	PF09298
HAX54_002539-T1	PF01190
HAX54_002540-T1	PF00550
HAX54_002541-T1	PF00150
HAX54_002542-T1	PF13656
HAX54_002544-T1	PF13813
HAX54_002546-T1	PF13813
HAX54_002548-T1	PF13813
HAX54_002549-T1	PF02115
HAX54_002551-T1	PF02201
HAX54_002551-T1	PF08766
HAX54_002554-T1	PF00632
HAX54_002556-T1	PF00240
HAX54_002557-T1	PF00939
HAX54_002558-T1	PF16845
HAX54_002559-T1	PF04601
HAX54_002560-T1	PF01535
HAX54_002560-T1	PF13041
HAX54_002560-T1	PF14432
HAX54_002561-T1	PF01494
HAX54_002563-T1	PF01494
HAX54_002564-T1	PF08583
HAX54_002566-T1	PF01704
HAX54_002567-T1	PF00069
HAX54_002567-T1	PF00139
HAX54_002569-T1	PF01794
HAX54_002569-T1	PF08022
HAX54_002569-T1	PF08030
HAX54_002570-T1	PF01535
HAX54_002571-T1	PF00226
HAX54_002572-T1	PF02535
HAX54_002574-T1	PF03552
HAX54_002575-T1	PF03552
HAX54_002576-T1	PF03552
HAX54_002577-T1	PF01795
HAX54_002578-T1	PF15375
HAX54_002579-T1	PF01795
HAX54_002580-T1	PF03754
HAX54_002581-T1	PF12937
HAX54_002582-T1	PF01008
HAX54_002585-T1	PF03514
HAX54_002588-T1	PF00696
HAX54_002589-T1	PF00069
HAX54_002590-T1	PF00069
HAX54_002590-T1	PF00954
HAX54_002590-T1	PF01453
HAX54_002597-T1	PF00646
HAX54_002599-T1	PF00646
HAX54_002600-T1	PF00141
HAX54_002601-T1	PF00141
HAX54_002605-T1	PF05739
HAX54_002607-T1	PF13839
HAX54_002607-T1	PF14416
HAX54_002610-T1	PF13456
HAX54_002612-T1	PF00069
HAX54_002615-T1	PF00076
HAX54_002617-T1	PF00226
HAX54_002621-T1	PF03092
HAX54_002623-T1	PF05179
HAX54_002623-T1	PF16050
HAX54_002624-T1	PF13302
HAX54_002625-T1	PF14368
HAX54_002627-T1	PF14368
HAX54_002628-T1	PF13086
HAX54_002628-T1	PF13087
HAX54_002630-T1	PF13837
HAX54_002631-T1	PF01764
HAX54_002631-T1	PF18117
HAX54_002633-T1	PF13246
HAX54_002633-T1	PF16209
HAX54_002633-T1	PF16212
HAX54_002634-T1	PF03195
HAX54_002635-T1	PF02507
HAX54_002637-T1	PF02507
HAX54_002638-T1	PF00092
HAX54_002638-T1	PF14624
HAX54_002638-T1	PF17123
HAX54_002639-T1	PF00295
HAX54_002640-T1	PF01565
HAX54_002641-T1	PF01776
HAX54_002642-T1	PF01776
HAX54_002643-T1	PF00076
HAX54_002646-T1	PF13639
HAX54_002647-T1	PF00575
HAX54_002649-T1	PF00575
HAX54_002656-T1	PF02383
HAX54_002661-T1	PF00931
HAX54_002662-T1	PF00931
HAX54_002662-T1	PF18052
HAX54_002663-T1	PF00931
HAX54_002669-T1	PF00931
HAX54_002671-T1	PF00931
HAX54_002675-T1	PF00931
HAX54_002675-T1	PF18052
HAX54_002676-T1	PF00931
HAX54_002680-T1	PF00931
HAX54_002680-T1	PF18052
HAX54_002681-T1	PF00931
HAX54_002683-T1	PF01852
HAX54_002689-T1	PF01823
HAX54_002698-T1	PF02721
HAX54_002699-T1	PF04783
HAX54_002702-T1	PF00005
HAX54_002702-T1	PF01061
HAX54_002704-T1	PF00311
HAX54_002704-T1	PF04535
HAX54_002705-T1	PF01857
HAX54_002705-T1	PF01858
HAX54_002705-T1	PF11934
HAX54_002706-T1	PF05553
HAX54_002707-T1	PF00069
HAX54_002707-T1	PF00560
HAX54_002707-T1	PF08263
HAX54_002707-T1	PF13855
HAX54_002708-T1	PF00320
HAX54_002714-T1	PF03004
HAX54_002720-T1	PF00097
HAX54_002722-T1	PF00091
HAX54_002723-T1	PF01397
HAX54_002723-T1	PF03936
HAX54_002724-T1	PF12146
HAX54_002726-T1	PF00097
HAX54_002726-T1	PF00176
HAX54_002726-T1	PF00271
HAX54_002727-T1	PF08513
HAX54_002727-T1	PF10607
HAX54_002742-T1	PF04601
HAX54_002747-T1	PF00005
HAX54_002747-T1	PF01061
HAX54_002747-T1	PF08370
HAX54_002751-T1	PF00069
HAX54_002751-T1	PF14381
HAX54_002752-T1	PF02170
HAX54_002752-T1	PF02171
HAX54_002752-T1	PF08699
HAX54_002752-T1	PF16486
HAX54_002752-T1	PF16487
HAX54_002752-T1	PF16488
HAX54_002754-T1	PF01747
HAX54_002754-T1	PF14306
HAX54_002755-T1	PF00122
HAX54_002755-T1	PF00689
HAX54_002755-T1	PF00690
HAX54_002755-T1	PF00702
HAX54_002757-T1	PF00122
HAX54_002757-T1	PF00689
HAX54_002757-T1	PF00690
HAX54_002757-T1	PF13246
HAX54_002759-T1	PF13499
HAX54_002760-T1	PF00067
HAX54_002761-T1	PF00067
HAX54_002762-T1	PF00032
HAX54_002771-T1	PF01694
HAX54_002772-T1	PF00067
HAX54_002774-T1	PF16884
HAX54_002775-T1	PF00067
HAX54_002776-T1	PF02365
HAX54_002778-T1	PF00069
HAX54_002778-T1	PF00829
HAX54_002778-T1	PF13499
HAX54_002779-T1	PF05922
HAX54_002788-T1	PF00481
HAX54_002789-T1	PF04782
HAX54_002789-T1	PF04783
HAX54_002790-T1	PF11833
HAX54_002791-T1	PF00006
HAX54_002791-T1	PF02874
HAX54_002792-T1	PF04765
HAX54_002793-T1	PF03810
HAX54_002794-T1	PF13513
HAX54_002796-T1	PF01603
HAX54_002798-T1	PF08498
HAX54_002799-T1	PF02353
HAX54_002801-T1	PF14541
HAX54_002807-T1	PF04852
HAX54_002813-T1	PF11493
HAX54_002815-T1	PF03936
HAX54_002816-T1	PF03936
HAX54_002817-T1	PF03936
HAX54_002818-T1	PF01397
HAX54_002821-T1	PF01397
HAX54_002821-T1	PF03936
HAX54_002822-T1	PF01397
HAX54_002822-T1	PF03936
HAX54_002825-T1	PF01535
HAX54_002825-T1	PF13041
HAX54_002825-T1	PF13812
HAX54_002826-T1	PF01936
HAX54_002826-T1	PF14418
HAX54_002828-T1	PF07983
HAX54_002829-T1	PF12330
HAX54_002830-T1	PF00069
HAX54_002833-T1	PF00005
HAX54_002833-T1	PF01061
HAX54_002833-T1	PF08370
HAX54_002833-T1	PF14510
HAX54_002834-T1	PF00646
HAX54_002834-T1	PF08268
HAX54_002837-T1	PF06058
HAX54_002838-T1	PF04389
HAX54_002839-T1	PF11347
HAX54_002840-T1	PF00587
HAX54_002840-T1	PF03129
HAX54_002840-T1	PF09180
HAX54_002841-T1	PF07647
HAX54_002845-T1	PF00098
HAX54_002846-T1	PF03171
HAX54_002846-T1	PF14226
HAX54_002847-T1	PF03030
HAX54_002848-T1	PF03030
HAX54_002854-T1	PF12697
HAX54_002855-T1	PF02845
HAX54_002856-T1	PF18036
HAX54_002859-T1	PF01429
HAX54_002861-T1	PF13259
HAX54_002864-T1	PF00400
HAX54_002865-T1	PF13456
HAX54_002869-T1	PF00808
HAX54_002891-T1	PF03007
HAX54_002891-T1	PF06974
HAX54_002891-T1	PF07279
HAX54_002892-T1	PF03188
HAX54_002892-T1	PF03351
HAX54_002897-T1	PF00069
HAX54_002907-T1	PF13365
HAX54_002910-T1	PF17820
HAX54_002916-T1	PF00646
HAX54_002924-T1	PF00155
